query_id,user_id,role,department,database_name,table_name,query_type,query_text,rows_accessed,execution_time_ms,timestamp,hour,day_of_week,weekend_access,source_ip,country,device_type,sensitive_table,download_size_mb,failed_query_attempts,query_frequency_last_hour,database_sensitivity,privileged_user,behavior_anomaly_score,risk_label
QRY084277,USR00388,Developer,Operations,HRDB,bank_accounts,DELETE,DELETE FROM bank_accounts,125798,5869,2026-02-11 18:09:44,22,Saturday,True,62.246.170.51,Russia,Mobile,True,796.51,8,98,MEDIUM,False,303.23,HIGH
QRY084278,USR00377,Admin,Security,PayrollDB,logs,INSERT,INSERT INTO logs VALUES (...),842,98,2026-01-10 11:45:53,14,Tuesday,False,119.195.212.213,India,MacBook,False,0.53,1,4,HIGH,True,14.14,LOW
QRY084279,USR00937,Developer,Finance,PayrollDB,inventory,SELECT,SELECT * FROM inventory,184,485,2026-05-21 00:49:50,9,Tuesday,False,116.31.83.234,India,Windows Laptop,False,3.7,1,9,CRITICAL,False,21.89,LOW
QRY084280,USR01086,Manager,HR,CustomerDB,salary,SELECT,SELECT * FROM salary,17143,2001,2026-04-08 11:09:21,6,Sunday,True,199.53.238.26,Germany,Windows Laptop,True,55.22,2,17,LOW,False,48.74,MEDIUM
QRY084281,USR00490,Developer,Security,AuditDB,tickets,INSERT,INSERT INTO tickets VALUES (...),693,229,2026-01-12 05:51:16,2,Wednesday,False,15.96.122.1,India,Windows Laptop,False,2.15,1,4,LOW,False,14.28,LOW
QRY084282,USR00866,Manager,HR,CustomerDB,logs,INSERT,INSERT INTO logs VALUES (...),430,88,2026-02-07 18:30:51,4,Friday,False,200.54.42.103,India,Windows Laptop,False,8.91,1,5,HIGH,False,16.43,LOW
QRY084283,USR01157,DBA,HR,PayrollDB,logs,UPDATE,UPDATE logs SET status='active',35,464,2026-03-22 10:51:16,21,Saturday,True,191.150.190.246,India,MacBook,False,2.4,0,5,LOW,True,7.74,LOW
QRY084284,USR00676,Developer,HR,CustomerDB,salary,DELETE,DELETE FROM salary,795665,2380,2026-04-07 06:17:54,6,Thursday,False,49.141.210.100,Singapore,MacBook,True,980.31,10,38,LOW,False,314.6,HIGH
QRY084285,USR00813,SecurityAnalyst,HR,HRDB,products,UPDATE,UPDATE products SET status='active',14696,2746,2026-02-26 16:28:19,5,Thursday,False,223.31.42.210,Brazil,Mobile,False,91.99,1,28,CRITICAL,False,60.67,MEDIUM
QRY084286,USR00044,SecurityAnalyst,Finance,AuditDB,tickets,UPDATE,UPDATE tickets SET status='active',163,101,2026-04-05 23:45:29,6,Sunday,True,199.255.246.195,India,Tablet,False,2.01,0,10,MEDIUM,False,15.22,LOW
QRY084287,USR00577,Manager,Security,FinanceDB,attendance,SELECT,SELECT * FROM attendance,308,90,2026-02-17 11:56:26,23,Wednesday,False,6.36.130.140,India,Windows Laptop,False,8.91,0,2,HIGH,False,3.92,LOW
QRY084288,USR00431,Developer,Finance,FinanceDB,inventory,UPDATE,UPDATE inventory SET status='active',508,301,2026-02-15 00:40:11,15,Friday,False,77.128.149.65,India,Mobile,False,6.03,0,8,CRITICAL,False,12.65,LOW
QRY084289,USR00425,SecurityAnalyst,Finance,PayrollDB,tickets,SELECT,SELECT * FROM tickets,42742,2251,2026-01-07 13:02:51,13,Tuesday,False,55.138.197.96,Germany,MacBook,False,23.33,1,24,LOW,False,50.61,MEDIUM
QRY084290,USR00668,Admin,Operations,HRDB,employees,UPDATE,UPDATE employees SET status='active',5256,2675,2026-05-29 14:52:17,8,Friday,False,47.60.2.176,India,Mobile,True,95.31,3,26,CRITICAL,True,73.06,MEDIUM
QRY084291,USR00252,Admin,Finance,AuditDB,tickets,INSERT,INSERT INTO tickets VALUES (...),704,233,2026-05-29 08:51:18,13,Thursday,False,67.36.80.91,India,Linux Workstation,False,8.86,0,5,LOW,True,8.46,LOW
QRY084292,USR00058,Admin,Finance,AuditDB,inventory,UPDATE,UPDATE inventory SET status='active',380,300,2026-01-20 18:17:14,2,Monday,False,128.207.200.213,India,MacBook,False,7.7,0,5,LOW,True,8.31,LOW
QRY084293,USR00518,Manager,IT,FinanceDB,attendance,UPDATE,UPDATE attendance SET status='active',957,350,2026-03-12 05:42:29,9,Sunday,True,128.143.234.148,India,Linux Workstation,False,5.55,1,4,MEDIUM,False,14.65,LOW
QRY084294,USR00708,Developer,Operations,HRDB,tickets,INSERT,INSERT INTO tickets VALUES (...),935,61,2026-05-25 18:25:12,17,Saturday,True,49.43.20.146,India,MacBook,False,1.83,1,7,LOW,False,18.78,LOW
QRY084295,USR00778,Developer,Finance,CustomerDB,attendance,INSERT,INSERT INTO attendance VALUES (...),442,326,2026-06-10 03:38:40,9,Thursday,False,146.138.200.25,India,Windows Laptop,False,0.94,0,8,CRITICAL,False,12.14,LOW
QRY084296,USR00796,Admin,Security,CustomerDB,attendance,INSERT,INSERT INTO attendance VALUES (...),652,217,2026-06-07 23:15:37,10,Saturday,True,100.160.188.167,India,MacBook,False,9.53,1,1,HIGH,True,10.52,LOW
QRY084297,USR00500,DBA,IT,PayrollDB,products,SELECT,SELECT * FROM products,620,12,2026-04-07 04:51:48,14,Monday,False,173.143.94.133,India,MacBook,False,1.68,0,10,HIGH,True,15.23,LOW
QRY084298,USR01109,Admin,Finance,HRDB,products,INSERT,INSERT INTO products VALUES (...),535,331,2026-03-11 04:15:36,3,Sunday,True,6.41.210.42,India,Linux Workstation,False,3.67,1,2,CRITICAL,True,11.42,LOW
QRY084299,USR00920,DBA,HR,HRDB,attendance,UPDATE,UPDATE attendance SET status='active',300,186,2026-02-10 11:46:17,9,Monday,False,59.123.177.4,India,MacBook,False,9.07,0,9,CRITICAL,True,14.44,LOW
QRY084300,USR00329,Admin,Operations,AuditDB,inventory,UPDATE,UPDATE inventory SET status='active',934,67,2026-03-06 02:14:12,18,Tuesday,False,140.85.101.24,India,Windows Laptop,False,4.35,1,1,MEDIUM,True,10.03,LOW
QRY084301,USR00572,DBA,Operations,HRDB,attendance,SELECT,SELECT * FROM attendance,605,394,2026-01-13 23:05:21,3,Wednesday,False,153.97.26.111,India,Tablet,False,4.93,1,6,CRITICAL,True,17.55,LOW
QRY084302,USR00322,Admin,Finance,HRDB,attendance,SELECT,SELECT * FROM attendance,1624,2451,2026-03-16 12:17:00,15,Monday,False,163.220.215.243,India,Windows Laptop,False,65.6,2,16,LOW,True,46.72,MEDIUM
QRY084303,USR01115,Developer,Security,AuditDB,logs,INSERT,INSERT INTO logs VALUES (...),894,390,2026-01-06 06:39:17,4,Wednesday,False,124.58.25.193,India,Mobile,False,2.7,1,8,CRITICAL,False,20.36,LOW
QRY084304,USR00968,Developer,HR,CustomerDB,products,INSERT,INSERT INTO products VALUES (...),270,490,2026-02-12 01:05:06,2,Thursday,False,70.230.44.76,India,Windows Laptop,False,8.04,0,10,MEDIUM,False,15.83,LOW
QRY084305,USR00659,SecurityAnalyst,HR,AuditDB,customers,SELECT,SELECT * FROM customers,45032,2447,2026-02-15 20:00:07,16,Tuesday,False,162.225.32.201,India,MacBook,True,63.93,3,15,LOW,False,57.4,MEDIUM
QRY084306,USR00994,DBA,Finance,FinanceDB,attendance,SELECT,SELECT * FROM attendance,156,113,2026-04-26 22:27:14,3,Saturday,True,109.117.65.40,India,Tablet,False,5.13,0,5,HIGH,True,8.03,LOW
QRY084307,USR00102,Manager,Operations,FinanceDB,logs,INSERT,INSERT INTO logs VALUES (...),879,66,2026-04-09 12:36:45,16,Friday,False,73.152.111.50,India,Windows Laptop,False,6.45,0,1,HIGH,False,2.23,LOW
QRY084308,USR00046,Manager,Operations,HRDB,tickets,INSERT,INSERT INTO tickets VALUES (...),489,350,2026-06-08 02:08:42,16,Monday,False,71.4.217.203,India,Linux Workstation,False,2.99,1,10,HIGH,False,23.35,LOW
QRY084309,USR00096,SecurityAnalyst,HR,FinanceDB,tickets,UPDATE,UPDATE tickets SET status='active',600,116,2026-02-16 00:14:45,10,Friday,False,201.144.34.106,India,Linux Workstation,False,2.24,1,7,HIGH,False,18.78,LOW
QRY084310,USR00776,SecurityAnalyst,Security,FinanceDB,products,UPDATE,UPDATE products SET status='active',916,437,2026-05-20 02:27:18,5,Saturday,True,180.169.137.185,India,Mobile,False,9.36,0,1,LOW,False,2.53,LOW
QRY084311,USR00948,Developer,Security,FinanceDB,salary,DELETE,DELETE FROM salary,321664,8842,2026-05-03 17:44:22,13,Thursday,False,180.61.227.92,Brazil,Mobile,True,730.47,3,81,HIGH,False,250.71,HIGH
QRY084312,USR00277,Developer,HR,CustomerDB,salary,SELECT,SELECT * FROM salary,719369,4717,2026-01-15 07:10:32,3,Thursday,False,111.66.11.0,Brazil,Windows Laptop,True,506.08,3,94,HIGH,False,287.54,HIGH
QRY084313,USR00106,SecurityAnalyst,HR,CustomerDB,credit_cards,SELECT,SELECT * FROM credit_cards,36736,1555,2026-05-03 14:33:21,18,Monday,False,134.90.183.24,Brazil,Linux Workstation,True,14.32,3,17,MEDIUM,False,54.61,MEDIUM
QRY084314,USR00294,Developer,HR,AuditDB,salary,DELETE,DELETE FROM salary,663173,5805,2026-06-01 11:22:03,8,Wednesday,False,218.40.84.195,Singapore,Mobile,True,289.05,10,31,CRITICAL,False,221.72,HIGH
QRY084315,USR00005,Developer,Finance,PayrollDB,products,SELECT,SELECT * FROM products,231,176,2026-04-27 13:52:50,2,Monday,False,61.104.103.30,India,Windows Laptop,False,2.67,1,4,CRITICAL,False,14.29,LOW
QRY084316,USR00688,SecurityAnalyst,Security,CustomerDB,customers,SELECT,SELECT * FROM customers,908455,12193,2026-03-04 11:38:12,13,Thursday,False,19.22.47.17,Netherlands,Linux Workstation,True,949.8,8,40,LOW,False,309.83,HIGH
QRY084317,USR00634,Developer,Finance,FinanceDB,employees,SELECT,SELECT * FROM employees,26692,1340,2026-03-06 00:41:41,2,Saturday,True,5.47.105.125,India,Mobile,True,16.36,1,19,HIGH,False,40.81,MEDIUM
QRY084318,USR00404,DBA,Finance,HRDB,inventory,INSERT,INSERT INTO inventory VALUES (...),723,192,2026-03-06 21:12:31,11,Saturday,True,128.210.74.140,India,Mobile,False,7.64,0,5,LOW,True,8.34,LOW
QRY084319,USR00150,SecurityAnalyst,Security,AuditDB,attendance,INSERT,INSERT INTO attendance VALUES (...),179,47,2026-04-26 10:45:46,21,Sunday,True,141.23.208.38,India,Mobile,False,0.03,1,9,LOW,False,21.52,LOW
QRY084320,USR01179,SecurityAnalyst,Security,PayrollDB,logs,UPDATE,UPDATE logs SET status='active',15250,2061,2026-05-27 04:24:24,1,Wednesday,False,199.173.21.141,Brazil,Windows Laptop,False,50.75,3,22,HIGH,False,63.6,MEDIUM
QRY084321,USR00949,Admin,HR,FinanceDB,attendance,UPDATE,UPDATE attendance SET status='active',743,106,2026-01-13 16:54:45,18,Friday,False,15.154.173.179,India,Linux Workstation,False,9.23,0,7,CRITICAL,True,11.5,LOW
QRY084322,USR00915,Developer,HR,AuditDB,logs,UPDATE,UPDATE logs SET status='active',729,383,2026-01-20 04:56:23,11,Sunday,True,31.233.176.240,India,Linux Workstation,False,8.39,1,7,MEDIUM,False,19.41,LOW
QRY084323,USR00393,DBA,HR,HRDB,credit_cards,UPDATE,UPDATE credit_cards SET status='active',45637,1557,2026-05-26 09:53:58,20,Tuesday,False,96.53.147.179,Brazil,Linux Workstation,True,32.78,1,13,CRITICAL,True,35.34,MEDIUM
QRY084324,USR00726,Developer,Security,FinanceDB,bank_accounts,SELECT,SELECT * FROM bank_accounts,825536,3250,2026-05-28 09:40:16,16,Sunday,True,27.142.194.218,Russia,Linux Workstation,True,659.24,10,88,LOW,False,360.48,HIGH
QRY084325,USR00452,Admin,Finance,FinanceDB,attendance,SELECT,SELECT * FROM attendance,176,94,2026-02-16 01:07:49,5,Tuesday,False,161.192.97.46,India,MacBook,False,3.75,1,6,LOW,True,17.39,LOW
QRY084326,USR00176,Admin,Finance,PayrollDB,tickets,INSERT,INSERT INTO tickets VALUES (...),129,65,2026-02-01 15:25:44,10,Tuesday,False,28.184.219.199,India,Linux Workstation,False,5.37,1,9,HIGH,True,22.05,LOW
QRY084327,USR00882,Manager,Finance,PayrollDB,customers,DELETE,DELETE FROM customers,172789,11722,2026-06-02 12:37:54,14,Tuesday,False,45.78.152.54,Brazil,Windows Laptop,True,790.77,8,49,LOW,False,233.86,HIGH
QRY084328,USR00465,SecurityAnalyst,IT,CustomerDB,attendance,UPDATE,UPDATE attendance SET status='active',7955,610,2026-04-03 13:45:40,11,Wednesday,False,91.90.199.245,Germany,Tablet,False,38.47,3,16,MEDIUM,False,52.64,MEDIUM
QRY084329,USR00439,DBA,Finance,PayrollDB,credit_cards,UPDATE,UPDATE credit_cards SET status='active',32119,1029,2026-03-04 03:31:56,8,Monday,False,11.142.147.168,India,Windows Laptop,True,47.05,2,12,MEDIUM,True,41.92,MEDIUM
QRY084330,USR00404,Admin,HR,AuditDB,products,UPDATE,UPDATE products SET status='active',583,437,2026-04-19 11:17:15,6,Monday,False,186.152.48.162,India,Linux Workstation,False,4.82,0,3,MEDIUM,True,5.04,LOW
QRY084331,USR01089,DBA,Operations,AuditDB,tickets,INSERT,INSERT INTO tickets VALUES (...),584,105,2026-05-31 23:54:10,16,Wednesday,False,149.229.115.160,India,Windows Laptop,False,0.9,1,10,MEDIUM,True,23.15,LOW
QRY084332,USR01027,Manager,Finance,PayrollDB,employees,SELECT,SELECT * FROM employees,17050,831,2026-06-18 04:10:02,12,Wednesday,False,172.41.120.77,Brazil,Windows Laptop,True,48.97,2,27,LOW,False,63.1,MEDIUM
QRY084333,USR00738,SecurityAnalyst,HR,CustomerDB,inventory,INSERT,INSERT INTO inventory VALUES (...),933,466,2026-06-07 18:05:21,0,Thursday,False,13.207.26.60,India,Tablet,False,4.29,0,7,CRITICAL,False,11.02,LOW
QRY084334,USR00620,Manager,IT,CustomerDB,tickets,UPDATE,UPDATE tickets SET status='active',68,270,2026-03-29 21:56:33,16,Sunday,True,96.1.50.200,India,Linux Workstation,False,9.6,0,5,HIGH,False,8.47,LOW
QRY084335,USR00004,DBA,HR,FinanceDB,products,UPDATE,UPDATE products SET status='active',143,495,2026-02-25 15:50:51,21,Sunday,True,132.165.226.238,India,MacBook,False,0.39,0,4,LOW,True,6.05,LOW
QRY084336,USR00316,Manager,IT,CustomerDB,attendance,INSERT,INSERT INTO attendance VALUES (...),813,161,2026-01-20 01:08:51,17,Friday,False,70.138.82.45,India,MacBook,False,5.26,1,10,CRITICAL,False,23.61,LOW
QRY084337,USR00145,Developer,Finance,PayrollDB,inventory,UPDATE,UPDATE inventory SET status='active',42559,1096,2026-02-07 04:46:07,23,Wednesday,False,147.231.246.17,Brazil,Linux Workstation,False,56.73,3,23,HIGH,False,68.43,MEDIUM
QRY084338,USR01096,Developer,IT,CustomerDB,tickets,INSERT,INSERT INTO tickets VALUES (...),823,457,2026-03-15 01:57:59,20,Thursday,False,223.60.75.93,India,Linux Workstation,False,3.85,1,6,HIGH,False,17.47,LOW
QRY084339,USR00764,Admin,IT,HRDB,tickets,INSERT,INSERT INTO tickets VALUES (...),946,251,2026-04-25 09:23:02,5,Friday,False,43.51.10.75,India,Windows Laptop,False,6.31,1,4,MEDIUM,True,14.73,LOW
QRY084340,USR00453,Manager,Finance,FinanceDB,credit_cards,SELECT,SELECT * FROM credit_cards,684519,8574,2026-05-13 08:07:21,6,Thursday,False,142.148.251.66,Russia,Mobile,True,740.58,3,65,MEDIUM,False,264.01,HIGH
QRY084341,USR00531,Developer,Finance,CustomerDB,attendance,INSERT,INSERT INTO attendance VALUES (...),479,428,2026-01-18 10:18:08,1,Thursday,False,145.239.99.202,India,Tablet,False,4.02,0,6,HIGH,False,9.45,LOW
QRY084342,USR00901,Manager,Security,HRDB,inventory,UPDATE,UPDATE inventory SET status='active',12230,2900,2026-04-09 17:04:39,18,Monday,False,92.73.204.170,Germany,Linux Workstation,False,76.01,2,16,MEDIUM,False,48.82,MEDIUM
QRY084343,USR00815,Developer,Security,AuditDB,logs,SELECT,SELECT * FROM logs,982,143,2026-02-07 15:38:47,9,Tuesday,False,132.149.73.227,India,Mobile,False,6.98,1,5,CRITICAL,False,16.3,LOW
QRY084344,USR01042,Developer,Operations,PayrollDB,customers,UPDATE,UPDATE customers SET status='active',39792,710,2026-03-06 05:49:53,18,Friday,False,25.87.224.70,Germany,MacBook,True,88.68,2,14,LOW,False,49.85,MEDIUM
QRY084345,USR01007,SecurityAnalyst,HR,HRDB,inventory,INSERT,INSERT INTO inventory VALUES (...),255,225,2026-04-16 19:56:38,2,Saturday,True,80.115.187.248,India,Windows Laptop,False,8.18,0,9,HIGH,False,14.34,LOW
QRY084346,USR00967,Admin,IT,PayrollDB,bank_accounts,SELECT,SELECT * FROM bank_accounts,40284,2675,2026-02-03 04:51:21,10,Thursday,False,219.201.246.137,India,Tablet,True,71.2,3,12,HIGH,True,53.15,MEDIUM
QRY084347,USR00091,Manager,Security,HRDB,products,SELECT,SELECT * FROM products,302,218,2026-03-26 16:07:54,21,Saturday,True,104.104.104.24,India,Mobile,False,5.4,0,4,MEDIUM,False,6.57,LOW
QRY084348,USR00297,DBA,HR,PayrollDB,attendance,SELECT,SELECT * FROM attendance,289,361,2026-04-27 10:55:39,0,Thursday,False,166.143.47.1,India,MacBook,False,3.57,0,7,HIGH,True,10.89,LOW
QRY084349,USR01099,Developer,Finance,AuditDB,tickets,INSERT,INSERT INTO tickets VALUES (...),462,161,2026-02-09 19:48:58,14,Monday,False,170.116.65.216,India,Linux Workstation,False,2.0,1,2,CRITICAL,False,11.25,LOW
QRY084350,USR01151,Manager,Operations,AuditDB,employees,SELECT,SELECT * FROM employees,372990,9473,2026-05-19 10:19:14,5,Thursday,False,141.117.182.90,Brazil,Tablet,True,721.71,4,91,CRITICAL,False,277.97,HIGH
QRY084351,USR00682,DBA,IT,FinanceDB,inventory,UPDATE,UPDATE inventory SET status='active',699,360,2026-04-27 20:59:23,0,Wednesday,False,184.217.194.32,India,MacBook,False,4.58,1,10,CRITICAL,True,23.53,LOW
QRY084352,USR00064,Manager,IT,HRDB,tickets,SELECT,SELECT * FROM tickets,5101,2260,2026-03-31 15:05:47,11,Saturday,True,136.199.200.48,Brazil,Linux Workstation,False,58.28,1,16,MEDIUM,False,38.34,MEDIUM
QRY084353,USR00903,SecurityAnalyst,Operations,PayrollDB,logs,UPDATE,UPDATE logs SET status='active',412,226,2026-05-28 07:38:17,2,Tuesday,False,139.147.27.238,India,Linux Workstation,False,1.55,1,10,CRITICAL,False,23.2,LOW
QRY084354,USR00507,SecurityAnalyst,Finance,FinanceDB,inventory,INSERT,INSERT INTO inventory VALUES (...),911,490,2026-03-02 23:22:01,2,Monday,False,53.88.73.34,India,MacBook,False,5.77,1,1,LOW,False,10.17,LOW
QRY084355,USR00618,Developer,IT,CustomerDB,products,SELECT,SELECT * FROM products,633,11,2026-02-28 08:26:08,19,Saturday,True,173.82.174.20,India,Linux Workstation,False,8.49,1,6,HIGH,False,17.91,LOW
QRY084356,USR00076,Manager,Operations,PayrollDB,tickets,UPDATE,UPDATE tickets SET status='active',175,215,2026-04-20 06:34:13,19,Thursday,False,205.63.135.144,India,Mobile,False,5.07,0,7,LOW,False,11.02,LOW
QRY084357,USR00952,SecurityAnalyst,Operations,HRDB,salary,SELECT,SELECT * FROM salary,31921,1574,2026-05-04 23:41:54,7,Friday,False,40.38.231.50,Germany,Tablet,True,85.15,3,20,HIGH,False,65.71,MEDIUM
QRY084358,USR00631,DBA,Operations,FinanceDB,attendance,UPDATE,UPDATE attendance SET status='active',317,198,2026-03-21 07:34:42,23,Saturday,True,176.163.123.118,India,Tablet,False,0.82,0,3,HIGH,True,4.61,LOW
QRY084359,USR00726,Developer,HR,HRDB,products,INSERT,INSERT INTO products VALUES (...),468,465,2026-05-19 09:59:49,14,Thursday,False,32.14.93.37,India,Mobile,False,6.53,0,8,MEDIUM,False,12.7,LOW
QRY084360,USR01063,DBA,Operations,HRDB,tickets,INSERT,INSERT INTO tickets VALUES (...),145,260,2026-03-09 13:55:11,23,Saturday,True,199.191.30.192,India,MacBook,False,8.81,1,7,LOW,True,19.4,LOW
QRY084361,USR00193,Developer,IT,FinanceDB,attendance,INSERT,INSERT INTO attendance VALUES (...),681,194,2026-03-24 22:30:58,16,Wednesday,False,105.20.142.252,India,Tablet,False,4.37,0,2,MEDIUM,False,3.51,LOW
QRY084362,USR00046,DBA,IT,AuditDB,tickets,INSERT,INSERT INTO tickets VALUES (...),748,171,2026-03-22 18:01:05,0,Thursday,False,83.22.97.163,India,Linux Workstation,False,8.08,0,7,MEDIUM,True,11.38,LOW
QRY084363,USR01032,Manager,IT,AuditDB,inventory,INSERT,INSERT INTO inventory VALUES (...),747,454,2026-04-08 23:22:44,12,Thursday,False,140.177.198.26,India,MacBook,False,7.37,1,8,LOW,False,20.81,LOW
QRY084364,USR00484,Manager,Security,PayrollDB,attendance,INSERT,INSERT INTO attendance VALUES (...),707,158,2026-04-24 02:26:40,19,Monday,False,49.195.213.61,India,Linux Workstation,False,6.97,1,5,LOW,False,16.27,LOW
QRY084365,USR00086,DBA,Finance,AuditDB,logs,UPDATE,UPDATE logs SET status='active',178,204,2026-04-04 13:40:03,17,Tuesday,False,206.35.18.168,India,Windows Laptop,False,5.22,1,1,HIGH,True,10.04,LOW
QRY084366,USR01047,SecurityAnalyst,Operations,PayrollDB,products,INSERT,INSERT INTO products VALUES (...),770,225,2026-01-03 22:45:28,13,Friday,False,137.46.183.109,India,Windows Laptop,False,5.49,0,3,MEDIUM,False,5.13,LOW
QRY084367,USR00866,DBA,Finance,PayrollDB,attendance,INSERT,INSERT INTO attendance VALUES (...),631,411,2026-04-21 02:25:10,3,Thursday,False,147.146.195.76,India,Linux Workstation,False,7.04,1,5,MEDIUM,True,16.27,LOW
QRY084368,USR01177,Manager,Operations,FinanceDB,products,INSERT,INSERT INTO products VALUES (...),978,192,2026-05-16 03:28:51,2,Saturday,True,138.100.4.57,India,Mobile,False,3.17,1,10,LOW,False,23.41,LOW
QRY084369,USR00519,DBA,Finance,FinanceDB,tickets,INSERT,INSERT INTO tickets VALUES (...),489,480,2026-05-02 16:30:12,10,Sunday,True,55.56.164.223,India,Windows Laptop,False,1.62,0,1,CRITICAL,True,1.71,LOW
QRY084370,USR00042,DBA,HR,CustomerDB,tickets,SELECT,SELECT * FROM tickets,10145,1008,2026-02-28 04:50:27,9,Saturday,True,31.198.250.28,Germany,Tablet,False,34.3,3,15,HIGH,True,50.94,MEDIUM
QRY084371,USR00876,Manager,IT,PayrollDB,tickets,SELECT,SELECT * FROM tickets,664,202,2026-02-01 22:38:32,11,Monday,False,46.64.126.49,India,Windows Laptop,False,2.56,0,6,CRITICAL,False,9.32,LOW
QRY084372,USR00642,DBA,IT,HRDB,attendance,UPDATE,UPDATE attendance SET status='active',879,124,2026-03-04 05:13:28,9,Thursday,False,160.100.135.79,India,MacBook,False,8.83,0,2,LOW,True,3.97,LOW
QRY084373,USR01032,Developer,Finance,AuditDB,tickets,UPDATE,UPDATE tickets SET status='active',544,31,2026-02-15 09:24:53,10,Tuesday,False,142.141.15.112,India,Mobile,False,7.22,0,7,HIGH,False,11.28,LOW
QRY084374,USR00296,Admin,Security,AuditDB,logs,INSERT,INSERT INTO logs VALUES (...),348,453,2026-02-10 15:20:32,16,Sunday,True,134.225.244.198,India,Linux Workstation,False,5.84,1,8,HIGH,True,20.62,LOW
QRY084375,USR00980,Manager,Finance,FinanceDB,customers,SELECT,SELECT * FROM customers,40333,2557,2026-03-29 05:57:07,5,Wednesday,False,195.108.84.93,Brazil,MacBook,True,70.19,2,11,HIGH,False,43.55,MEDIUM
QRY084376,USR00424,DBA,Security,FinanceDB,attendance,SELECT,SELECT * FROM attendance,13793,1396,2026-01-04 18:44:13,11,Tuesday,False,29.199.47.168,Brazil,Tablet,False,45.97,3,20,HIGH,True,59.98,MEDIUM
QRY084377,USR00038,DBA,Security,AuditDB,salary,SELECT,SELECT * FROM salary,785452,5923,2026-01-22 12:19:58,2,Monday,False,189.107.14.25,Singapore,MacBook,True,432.79,5,77,LOW,True,277.32,HIGH
QRY084378,USR00325,Developer,HR,PayrollDB,products,SELECT,SELECT * FROM products,430,261,2026-01-23 00:28:28,3,Monday,False,194.142.136.59,India,Windows Laptop,False,8.92,0,4,HIGH,False,6.94,LOW
QRY084379,USR00966,Admin,HR,PayrollDB,credit_cards,SELECT,SELECT * FROM credit_cards,597481,2897,2026-04-01 19:45:30,18,Friday,False,137.60.248.81,Netherlands,Linux Workstation,True,522.58,7,85,LOW,True,295.51,HIGH
QRY084380,USR00495,Developer,Operations,FinanceDB,products,SELECT,SELECT * FROM products,704,370,2026-04-06 03:46:16,13,Thursday,False,155.210.13.30,India,Windows Laptop,False,1.27,0,2,CRITICAL,False,3.2,LOW
QRY084381,USR00607,Admin,Operations,HRDB,credit_cards,UPDATE,UPDATE credit_cards SET status='active',36927,1681,2026-01-29 21:28:18,7,Thursday,False,153.39.159.90,Germany,Windows Laptop,True,39.73,3,15,HIGH,True,54.17,MEDIUM
QRY084382,USR00955,Admin,IT,PayrollDB,inventory,SELECT,SELECT * FROM inventory,412,265,2026-04-17 02:51:55,3,Saturday,True,24.40.207.124,India,Tablet,False,1.1,1,2,MEDIUM,True,11.15,LOW
QRY084383,USR00849,Developer,Security,CustomerDB,logs,UPDATE,UPDATE logs SET status='active',94,406,2026-05-04 04:58:07,23,Sunday,True,118.42.19.42,India,Tablet,False,6.04,1,2,HIGH,False,11.61,LOW
QRY084384,USR01013,DBA,IT,AuditDB,attendance,UPDATE,UPDATE attendance SET status='active',338,278,2026-06-17 00:28:40,20,Saturday,True,140.181.140.38,India,Windows Laptop,False,8.91,0,4,LOW,True,6.92,LOW
QRY084385,USR00416,Manager,IT,AuditDB,products,UPDATE,UPDATE products SET status='active',956,192,2026-01-26 12:39:01,15,Thursday,False,22.159.231.66,India,Tablet,False,1.42,1,8,CRITICAL,False,20.24,LOW
QRY084386,USR01158,Manager,Security,FinanceDB,logs,SELECT,SELECT * FROM logs,567,361,2026-01-07 16:36:35,13,Saturday,True,117.86.121.237,India,Windows Laptop,False,4.37,0,4,LOW,False,6.49,LOW
QRY084387,USR00747,Admin,HR,FinanceDB,logs,SELECT,SELECT * FROM logs,665,245,2026-04-14 20:01:31,15,Sunday,True,7.231.199.71,India,Tablet,False,3.51,1,2,HIGH,True,11.42,LOW
QRY084388,USR00578,SecurityAnalyst,Operations,FinanceDB,attendance,INSERT,INSERT INTO attendance VALUES (...),763,436,2026-06-04 10:09:36,5,Saturday,True,21.9.97.235,India,Linux Workstation,False,2.02,1,9,MEDIUM,False,21.78,LOW
QRY084389,USR00976,SecurityAnalyst,Finance,FinanceDB,inventory,SELECT,SELECT * FROM inventory,615,388,2026-06-02 05:07:28,14,Sunday,True,12.21.148.67,India,Linux Workstation,False,5.26,0,5,CRITICAL,False,8.09,LOW
QRY084390,USR00008,Manager,Security,AuditDB,employees,SELECT,SELECT * FROM employees,23306,1303,2026-02-20 10:45:36,1,Saturday,True,158.93.96.109,Germany,Linux Workstation,True,17.3,3,27,CRITICAL,False,68.56,MEDIUM
QRY084391,USR01062,Developer,Operations,PayrollDB,logs,INSERT,INSERT INTO logs VALUES (...),8,71,2026-06-07 05:05:52,16,Tuesday,False,62.253.25.230,India,Linux Workstation,False,8.45,1,8,CRITICAL,False,20.85,LOW
QRY084392,USR00787,DBA,Finance,FinanceDB,bank_accounts,DELETE,DELETE FROM bank_accounts,358890,10356,2026-01-31 17:06:09,18,Thursday,False,97.223.10.187,Russia,Windows Laptop,True,827.24,8,48,CRITICAL,True,254.61,HIGH
